datetime,CH4,NOX,NO,NO2,SO2,H2S,Benzene,Toluene,Ethylbenzene,PM1 FIDAS,PM2.5 FIDAS,PM4 FIDAS,PM10 FIDAS,TSP FIDAS
2023-10-01 00:15:00,1404.2362500000002,5.641099049999999,1.514980896,3.322498366832733,0.5368321560000001,0.5163234,0.01,0.02,0.02,4.72,6.28,7.32,8.2,8.95
2023-10-01 00:20:00,1404.23558,5.87119675,1.5150595199999999,3.552475936412811,0.25,0.59138925,0.01,0.02,0.02,4.72,6.28,7.32,8.2,8.95
2023-10-01 00:25:00,1404.23424,6.31001925,1.4328799680000002,4.117069540023803,0.25,0.25,0.01,0.02,0.02,4.72,6.28,7.32,8.2,8.95
2023-10-01 00:30:00,1404.23223,6.352274179999999,1.378118976,4.243134064674377,0.671040594,0.25,0.28,0.4,0.02,4.67,6.3,7.37,8.84,10.28
2023-10-01 00:35:00,1404.2308900000003,5.37177377,1.337067264,3.325461065769195,0.6710408600000001,0.25,0.01,0.02,0.02,4.67,6.3,7.37,8.84,10.28
2023-10-01 00:40:00,1404.2302200000001,4.7252215799999995,1.0492326624,3.119424617290497,0.5368326880000001,0.25,0.01,0.02,0.02,4.67,6.3,7.37,8.84,10.28
2023-10-01 00:45:00,1404.22821,4.39175659,1.090439376,2.722895188331604,0.5368326880000001,0.25,0.01,0.02,0.02,4.37,5.71,6.6,7.2,7.65
2023-10-01 00:50:00,1404.2268700000002,5.060187829999999,1.2413298144,3.160396020412445,0.724724448,0.25,0.01,0.02,0.02,4.37,5.71,6.6,7.2,7.65
2023-10-01 00:55:00,1404.22553,5.49902179,1.43335296,3.3053487753868103,0.724724714,0.25,0.01,0.02,0.02,4.37,5.71,6.6,7.2,7.65
2023-10-01 01:00:00,1404.2241900000001,5.39515981,1.419721056,3.222349716424942,0.53683322,0.25,0.26,0.3,0.02,4.26,5.58,6.53,7.08,7.53
2023-10-01 01:05:00,1404.22285,4.852956649999999,1.2826944,2.8898589384555815,0.509991426,0.25,0.01,0.02,0.02,4.26,5.58,6.53,7.08,7.53
2023-10-01 01:10:00,1404.22084,5.31267073,1.502143968,3.013716238737106,0.25,0.25,0.01,0.02,0.02,4.26,5.58,6.53,7.08,7.53
2023-10-01 01:15:00,1410.82637,6.4612244,1.6667539199999999,3.9103427362442016,0.536833486,0.25,0.01,0.02,0.02,4.24,5.52,6.38,7.32,8.05
2023-10-01 01:20:00,1410.8257,5.68940486,1.488591936,3.4111910355091095,0.590517074,0.57704835,0.01,0.02,0.02,4.24,5.52,6.38,7.32,8.05
2023-10-01 01:25:00,1410.8236900000002,5.64816032,1.598361024,3.201950536966324,0.536833752,0.25,0.01,0.02,0.02,4.24,5.52,6.38,7.32,8.05
